player_name,nation,position,squad,compition,age_years,born_year,match_played,starts,min,goal,assist,expected_goal,expected_assisted_goal,non-penalty_expected_goal,progressive_carries,progressive_passes,progressive_passes_receive,age_scaled,value_score,value_tier
Michel Aebischer,SUI,"FW,MF",Bologna,Serie A,26,1997,23,11,1011.0,1.0,1.0,1.1,1.6,0.5,10.0,60.0,0.09,0.18212737652529207,-1.2305993475370818,Mid
Felix Afena-Gyan,GHA,"FW,MF",Cremonese,Serie A,20,2003,16,5,605.0,1.3,2.0,18.0,44.0,6.0,,,,1.6116687574530215,2.4826920990590597,High
Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,25,1997,21,19,1705.0,1.5,2.0,11.0,1.6,1.5,0.08,64.0,5.0,0.4203842733465803,1.8064530423147933,High
Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,22,2000,5,4,405.0,,,0.0,0.0,0.0,0.0,,0.0,1.135154963810445,-3.5270378244147595,Low
Lucien Agoume,FRA,MF,Troyes,Ligue 1,21,2002,9,8,646.0,0.5,1.0,5.0,1.5,1.0,,5.0,,1.3734118606317332,-1.6856337934791472,Mid
Álvaro Aguado,ESP,MF,Valladolid,La Liga,26,1996,24,13,1298.0,1.0,2.0,0.6,1.5,0.6,19.0,94.0,30.0,0.18212737652529207,0.7070450093310879,Mid
Kevin Agudelo,COL,"MF,FW",Spezia,Serie A,24,1998,26,21,1788.0,1.2,1.0,61.0,3.2,2.1,0.06,80.0,0.05,0.6586411701678685,7.514390196359109,High
Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,10,9,875.0,1.2,3.0,1.0,4.0,15.0,0.12,0.13,0.12,0.18212737652529207,-3.5123289462903764,Low
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,16,10,868.0,0.2,2.0,19.0,51.0,67.0,0.02,0.11,0.02,-0.5326433139385727,0.3191236280053842,Mid
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,2002,17,17,1398.0,2.0,2.0,0.8,0.8,1.0,43.0,2.1,56.0,1.6116687574530215,1.664560792546233,High
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,29,1994,22,13,1064.0,3.0,1.0,1.0,1.0,1.0,22.0,1.9,32.0,-0.5326433139385727,-2.507280901886074,Low
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,26,26,2323.0,2.0,2.0,0.8,70.0,0.9,10.0,0.08,0.08,-0.05612952029599616,5.307122367833315,High
Ola Aina,NGA,DF,Torino,Serie A,26,1996,16,9,807.0,1.0,1.0,0.7,2.0,0.7,33.0,39.0,41.0,0.18212737652529207,-1.3274577684946982,Mid
Rayan Aït Nouri,ALG,DF,Wolves,Premier League,21,2001,20,9,1031.0,1.0,1.0,0.7,1.7,1.0,30.0,76.0,0.09,1.3734118606317332,0.9858056617187991,Mid
Emanuel Aiwum,AUT,DF,Cremonese,Serie A,22,2000,18,14,1299.0,0.2,3.0,18.0,7.0,40.0,0.01,0.04,0.01,1.135154963810445,0.5523848751426342,Mid
Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,9,9,763.0,10.0,0.1,0.0,,0.0,,,,0.6586411701678685,-1.4414329171797928,Mid
Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,29,1994,13,9,771.0,1.0,1.0,3.4,0.9,2.6,2.0,13.0,55.0,-0.5326433139385727,-3.961630612545531,Low
Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29,1994,9,8,647.0,2.0,1.0,1.8,1.3,1.8,3.0,15.0,50.0,-0.5326433139385727,-4.331919388788538,Low
Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,20,17,1631.0,1.2,1.0,20.0,1.4,0.3,0.06,10.0,0.06,-0.05612952029599616,0.4192560586434859,Mid
Nathan Aké,NED,DF,Manchester City,Premier League,28,1995,21,17,1513.0,1.0,2.0,21.0,27.0,113.0,0.06,0.1,0.06,-0.2943864171172844,1.3492703557441978,High
Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,25,25,2115.0,1.0,1.0,1.5,3.4,1.9,58.0,81.0,0.04,0.4203842733465803,5.58737296840756,High
Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21,2002,7,4,307.0,0.2,3.0,5.0,26.0,12.0,,,,1.3734118606317332,-0.6370788344825165,Mid
Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,16,11,922.0,0.3,8.0,14.0,31.0,1.0,0.03,0.06,0.1,-0.7709002107598608,-1.3330035218678769,Mid
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,21,14,1381.0,0.6,8.0,15.0,23.0,70.0,0.04,0.08,0.04,-0.05612952029599616,0.17029314812312574,Mid
David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,19,17,1545.0,1.0,3.0,0.7,1.1,0.7,14.0,60.0,58.0,-0.7709002107598608,-0.36245083517538823,Mid
Jordi Alba,ESP,DF,Barcelona,La Liga,34,1989,16,10,999.0,1.0,3.0,0.6,0.6,1.0,31.0,5.8,113.0,-1.7239277980450138,-3.775766286762148,Low
Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,24,16,1473.0,5.0,3.0,3.5,2.0,2.0,46.0,3.3,5.1,-0.7709002107598608,-0.2491046827472292,Mid
Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,23,23,2014.0,0.1,6.0,12.0,0.01,2.0,0.0,0.0,0.0,-2.4386984885088787,-1.5673630449419302,Mid
Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,1991,14,14,1154.0,0.4,2.0,12.0,22.0,107.0,0.03,0.12,0.03,-1.0091571075811492,-1.489451418926286,Mid
Carlos Alcaraz,ARG,MF,Southampton,Premier League,20,2002,8,4,327.0,2.0,2.0,0.6,0.7,0.1,9.0,14.0,,1.6116687574530215,-3.163516680230893,Low
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,20,14,1259.0,2.0,2.0,1.7,1.0,8.0,17.0,1.0,1.9,-1.0091571075811492,-2.709519893358978,Low
Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,13,12,1080.0,0.2,1.0,16.0,1.0,0.7,0.02,6.0,0.08,0.18212737652529207,-1.4279843578981992,Mid
Iván Alejo,ESP,"MF,FW",Cádiz,La Liga,28,1995,20,8,828.0,0.7,1.0,30.0,1.2,0.7,0.08,7.0,57.0,-0.2943864171172844,-1.5515036938165272,Mid
Carles Aleñá,ESP,MF,Getafe,La Liga,25,1998,24,20,1583.0,2.0,2.0,1.7,1.7,1.0,19.0,2.5,72.0,0.4203842733465803,0.24904181603964576,Mid
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,26,23,1933.0,1.0,2.0,1.7,6.2,1.7,29.0,160.0,113.0,0.6586411701678685,6.056212795405111,High
Ángel Algobia,ESP,MF,Getafe,La Liga,23,1999,19,11,1005.0,0.2,3.0,8.0,10.0,39.0,0.02,0.03,0.02,0.8968980669891568,-1.32008083723411,Mid
Mohamed Ali Cho,FRA,FW,Real Sociedad,La Liga,19,2004,11,3,360.0,1.0,2.0,21.0,2.5,1.5,,42.0,,1.8499256542743097,0.05983280732577412,Mid
Alisson,BRA,GK,Liverpool,Premier League,30,1992,26,26,2340.0,0.0,1.0,0.0,0.04,1.0,0.0,0.04,0.01,-0.7709002107598608,-0.043808105030301636,Mid
Jim Allevinah,GAB,"DF,FW",Clermont Foot,Ligue 1,28,1995,26,18,1658.0,1.0,1.0,2.1,3.4,1.4,66.0,112.0,0.05,-0.2943864171172844,4.33267586810486,High
Domingos André Ribeiro Almeida,POR,MF,Valencia,La Liga,22,2000,23,18,1594.0,2.0,3.0,0.7,2.2,0.7,45.0,118.0,47.0,1.135154963810445,4.653309558824486,High
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29,1994,25,24,1978.0,11.0,1.0,6.1,1.6,6.1,62.0,106.0,206.0,-0.5326433139385727,5.379057480908896,High
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,15,6,682.0,1.0,1.0,0.8,1.1,0.3,18.0,3.0,,-1.2474140044024373,-4.982254225520327,Low
Mickaël Alphonse,GLP,DF,Ajaccio,Ligue 1,33,1989,21,11,1115.0,0.5,1.0,27.0,30.0,40.0,0.04,0.08,0.04,-1.4856709012237255,-0.5995195267059837,Mid
Gastón Álvarez,URU,DF,Getafe,La Liga,23,2000,14,9,902.0,2.0,2.0,0.4,0.2,0.4,5.0,27.0,16.0,0.8968980669891568,-2.1530014289017987,Low
Julián Álvarez,ARG,"FW,MF",Manchester City,Premier League,23,2000,20,6,749.0,5.0,5.0,3.6,22.0,4.8,22.0,,,0.8968980669891568,-0.2962703958020553,Mid
Agustín Álvarez Martínez,URU,"FW,MF",Sassuolo,Serie A,21,2001,18,1,312.0,1.0,1.0,1.3,0.3,1.3,2.0,6.0,16.0,1.3734118606317332,-4.312729508426295,Low
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28,1995,21,21,1805.0,1.0,1.0,0.4,0.4,1.0,25.0,1.3,121.0,-0.2943864171172844,0.0843759349889871,Mid
Ibrahim Amadou,FRA,"DF,MF",Angers,Ligue 1,29,1993,7,4,424.0,0.1,2.0,,5.0,5.0,,,,-0.5326433139385727,-3.388598508332273,Low
Daniel Amartey,GHA,DF,Leicester City,Premier League,28,1994,19,17,1520.0,1.0,1.0,21.0,5.0,65.0,0.06,0.09,0.06,-0.2943864171172844,0.05964474440130141,Mid
Amath,SEN,"MF,FW",Mallorca,La Liga,26,1996,18,3,589.0,1.0,1.0,1.3,2.1,0.8,13.0,33.0,,0.18212737652529207,-3.5056958189796306,Low
Kelvin Amian,FRA,DF,Spezia,Serie A,25,1998,20,16,1499.0,1.2,1.0,24.0,2.5,1.4,0.07,48.0,0.06,0.4203842733465803,1.9031367151110823,High
Bruno Amione,ARG,DF,Sampdoria,Serie A,21,2002,16,16,1330.0,0.5,1.0,7.0,1.1,0.6,0.03,8.0,0.07,1.3734118606317332,-0.04139224391240126,Mid
Nadiem Amiri,GER,"MF,FW",Leverkusen,Bundesliga,26,1996,19,6,721.0,3.0,1.0,0.8,0.8,0.8,22.0,39.0,26.0,0.18212737652529207,-2.44269385319714,Low
Ethan Ampadu,WAL,"DF,MF",Spezia,Serie A,22,2000,21,21,1810.0,0.9,1.0,18.0,1.9,0.9,0.05,9.0,0.05,1.135154963810445,2.278176420910162,High
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,26,1996,24,20,1657.0,0.4,9.0,33.0,21.0,147.0,0.02,0.05,0.02,0.18212737652529207,3.2156162179397225,High
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,22,22,1927.0,1.0,1.0,1.4,2.2,0.8,5.0,6.0,0.05,0.18212737652529207,0.3063490705806321,Mid
Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,27,25,2105.0,6.0,2.0,4.8,4.0,4.8,60.0,83.0,167.0,-0.5326433139385727,5.09472695346553,High
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,25,25,2206.0,1.0,1.0,1.2,1.7,1.2,30.0,234.0,35.0,-1.2474140044024373,6.422361443154945,High
Komnen Andric,SRB,FW,Clermont Foot,Ligue 1,27,1995,28,16,1378.0,4.0,3.0,5.4,3.0,2.0,8.0,0.9,4.7,-0.05612952029599616,-1.2386802076323618,Mid
Robert Andrich,GER,MF,Leverkusen,Bundesliga,28,1994,23,22,1866.0,2.0,2.0,1.3,1.1,1.3,10.0,85.0,5.0,-0.2943864171172844,1.8178753059249533,High
Angeliño,ESP,DF,Hoffenheim,Bundesliga,26,1997,24,21,1891.0,0.9,5.0,18.0,5.8,5.0,0.04,100.0,0.24,0.18212737652529207,3.9189022391673127,High
Fabrizio Angileri,ARG,DF,Getafe,La Liga,29,1994,10,7,543.0,0.1,2.0,4.0,11.0,15.0,,,,-0.5326433139385727,-2.719569316869108,Low
Jaidon Anthony,ENG,"MF,FW",Bournemouth,Premier League,23,1999,22,9,1004.0,3.0,3.0,2.0,2.7,0.6,23.0,60.0,0.27,0.8968980669891568,-0.06649958445870918,Mid
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,25,25,2171.0,1.0,1.0,1.4,2.2,0.8,44.0,46.0,0.04,0.18212737652529207,3.869064266768889,High
Marcos Antônio,BRA,MF,Lazio,Serie A,22,2000,11,3,311.0,,1.0,0.0,0.0,0.0,0.0,,,1.135154963810445,-3.8196147098985893,Low
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,23,12,1129.0,3.0,2.0,3.4,1.1,3.4,25.0,19.0,76.0,-1.4856709012237255,-2.7106748227744055,Low
Antony,BRA,"FW,MF",Manchester Utd,Premier League,23,2000,14,13,1071.0,3.0,3.0,2.8,3.5,0.6,56.0,90.0,0.25,0.8968980669891568,2.9460085694172515,High
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,20,13,1216.0,2.0,6.0,2.0,5.2,3.2,39.0,150.0,0.44,-0.5326433139385727,2.482749765261461,High
Houssem Aouar,FRA,MF,Lyon,Ligue 1,24,1998,11,6,445.0,1.0,1.0,1.1,0.2,1.1,12.0,32.0,29.0,0.6586411701678685,-3.053432421614204,Low
Dennis Appiah,FRA,"DF,MF",Nantes,Ligue 1,30,1992,15,9,795.0,0.4,1.0,15.0,51.0,39.0,,,,-0.7709002107598608,1.1037612743450582,High
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,10,10,826.0,0.2,1.0,8.0,1.5,0.2,0.02,30.0,7.0,-0.05612952029599616,-2.4737872002319072,Low
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,10,4,493.0,1.0,1.0,0.3,0.5,0.2,3.0,7.0,,-1.4856709012237255,-6.470188637249364,Low
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,14,13,1121.0,1.3,1.0,21.0,0.4,1.3,0.11,45.0,8.0,0.6586411701678685,0.6353889233214256,Mid
Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,5,2,309.0,,,0.0,0.0,0.0,0.0,,0.0,-0.7709002107598608,-5.866744454331833,Low
Joe Aribo,NGA,"MF,FW",Southampton,Premier League,26,1996,19,11,1094.0,2.0,2.0,1.4,2.2,0.8,17.0,58.0,0.16,0.18212737652529207,-0.762825243335701,Mid
Adam Armstrong,ENG,FW,Southampton,Premier League,26,1997,24,12,1111.0,1.0,1.0,1.6,0.7,1.6,37.0,15.0,59.0,0.18212737652529207,-0.8150099635692919,Mid
Stuart Armstrong,SCO,"MF,FW",Southampton,Premier League,30,1992,23,10,1003.0,1.0,1.0,1.6,3.3,1.7,42.0,58.0,0.09,-0.7709002107598608,-0.7873034268027561,Mid
Marko Arnautovic,AUT,FW,Bologna,Serie A,33,1989,16,14,1231.0,8.0,8.0,5.7,3.3,5.0,11.0,5.0,28.0,-1.4856709012237255,-2.904264541938594,Low
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,24,24,2088.0,5.0,2.0,4.0,5.0,4.0,14.0,3.3,4.1,-0.2943864171172844,1.1154767560547247,High
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,28,1994,19,19,1665.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2943864171172844,-1.6466730990176046,Mid
Tolgay Arslan,GER,MF,Udinese,Serie A,32,1990,26,11,928.0,1.0,1.0,1.6,2.7,1.1,35.0,32.0,0.1,-1.2474140044024373,-2.2394228754844607,Low
Arthur,BRA,FW,Fiorentina,Serie A,24,1998,22,9,928.0,6.0,1.0,5.4,2.0,1.0,8.0,0.7,5.2,0.6586411701678685,-2.2934544630468436,Low
Santiago Arzamendia,PAR,"DF,MF",Cádiz,La Liga,24,1998,9,4,389.0,0.2,0.2,7.0,,17.0,,,,0.6586411701678685,-2.1062028646848265,Low
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,16,13,1005.0,1.0,2.0,2.6,1.0,2.6,17.0,19.0,69.0,-0.2943864171172844,-2.027380349393426,Low
Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,26,1997,13,7,727.0,0.4,1.0,1.0,6.0,41.0,,,,0.18212737652529207,-2.2717513523986907,Low
Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,9,9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4856709012237255,-5.623751472443048,Low
Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,27,1996,20,7,701.0,5.0,3.0,4.2,3.4,1.0,22.0,5.6,31.0,-0.05612952029599616,-2.930050077344327,Low
Kristoffer Askildsen,NOR,MF,Lecce,Serie A,22,2001,18,6,622.0,0.4,3.0,9.0,16.0,21.0,,,,1.135154963810445,-0.30663602711731275,Mid
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,26,24,2194.0,12.0,3.0,9.3,4.0,3.0,64.0,4.5,11.5,-1.962184694866302,2.3428113692380474,High
Youcef Atal,ALG,"DF,MF",Nice,Ligue 1,26,1996,13,7,637.0,1.0,1.0,0.9,2.0,1.2,30.0,45.0,,0.18212737652529207,-1.853579489333945,Low
Pierre-Emerick Aubameyang,GAB,FW,Chelsea,Premier League,33,1989,12,4,441.0,1.0,1.0,0.7,1.0,0.3,7.0,22.0,,-1.4856709012237255,-5.940808858131064,Low
Emil Audero,ITA,GK,Sampdoria,Serie A,26,1997,25,25,2250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18212737652529207,0.619884057832723,Mid
Tommaso Augello,ITA,DF,Sampdoria,Serie A,28,1994,26,24,2074.0,2.0,2.0,0.5,1.8,0.5,59.0,82.0,98.0,-0.2943864171172844,4.551082153479581,High
Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,30,1992,18,16,1430.0,1.0,1.0,0.7,1.7,1.0,33.0,42.0,0.06,-0.7709002107598608,-0.23430038008677678,Mid
Mathias Autret,FRA,"MF,FW",Auxerre,Ligue 1,32,1991,20,16,1259.0,2.0,2.0,2.3,1.5,1.0,19.0,3.5,72.0,-1.2474140044024373,-2.4358916735231966,Low
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,23,20,1465.0,7.0,2.0,6.0,7.0,3.0,19.0,3.7,1.6,-0.5326433139385727,-0.16233587055609355,Mid
Cédric Avinel,GLP,DF,Ajaccio,Ligue 1,36,1986,18,16,1462.0,1.0,1.0,1.0,1.0,1.0,3.0,0.06,0.06,-2.20044159168759,-4.01238725152904,Low
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,16,9,730.0,4.0,4.0,4.5,7.0,5.5,11.0,,,0.4203842733465803,-1.6938791283693004,Low
Mehmet Aydin,GER,"DF,FW",Schalke 04,Bundesliga,21,2002,14,3,482.0,0.2,0.2,8.0,,19.0,,,,1.3734118606317332,-1.2846319774062815,Mid
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28,22,1877.0,1.0,1.0,1.4,1.7,1.4,52.0,43.0,112.0,-1.0091571075811492,2.039712020130895,High
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,28,1994,10,5,545.0,8.0,1.0,0.0,0.0,0.0,,,,-0.2943864171172844,-3.7697635486841246,Low
Luke Ayling,ENG,DF,Leeds United,Premier League,31,1991,20,13,1244.0,1.0,1.0,1.9,1.5,1.9,16.0,49.0,52.0,-1.0091571075811492,-1.6930931535556382,Low
Sardar Azmoun,IRN,"FW,MF",Leverkusen,Bundesliga,28,1995,14,5,557.0,2.0,1.0,2.4,2.1,2.4,5.0,25.0,38.0,-0.2943864171172844,-4.217343763726424,Low
César Azpilicueta,ESP,DF,Chelsea,Premier League,33,1989,19,11,1106.0,0.3,3.0,17.0,60.0,59.0,0.03,0.11,0.03,-1.4856709012237255,0.24558539977366745,Mid
Iddrisu Baba,GHA,MF,Mallorca,La Liga,27,1996,19,14,1141.0,0.4,4.0,3.0,6.0,35.0,0.03,0.05,0.03,-0.05612952029599616,-2.32855155668807,Low
Srdan Babic,SRB,DF,Almería,La Liga,26,1996,23,22,2025.0,1.0,1.0,0.9,1.1,0.2,17.0,4.0,0.04,0.18212737652529207,0.851725046732026,Mid
Loïc Bade,FRA,DF,Sevilla,La Liga,22,2000,8,7,628.0,0.1,2.0,5.0,2.0,27.0,,,,1.135154963810445,-1.352553504425514,Mid
Édgar Badía,ESP,GK,Elche,La Liga,31,1992,26,26,2340.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0091571075811492,-0.2854105979907964,Mid
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,8,7,635.0,0.8,1.0,9.0,1.0,43.0,,,,1.135154963810445,-1.034429698253162,Mid
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,22,2001,11,9,839.0,2.0,2.0,0.6,1.0,0.4,3.0,0.21,0.21,1.135154963810445,-2.7000888481332748,Low
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21,2001,23,12,1294.0,4.0,1.0,2.1,2.1,1.0,35.0,6.0,73.0,1.3734118606317332,0.49493563774590754,Mid
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,25,1997,26,21,1609.0,4.0,3.0,4.8,3.3,4.8,69.0,26.0,151.0,0.4203842733465803,3.649329825778308,High
Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,11,4,433.0,0.2,1.0,3.0,,3.0,,,,-0.2943864171172844,-3.352501455384169,Low
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,11,6,526.0,1.0,1.0,0.8,1.2,0.4,10.0,1.0,,2.088182551095598,-2.309168471635475,Low
Nedim Bajrami,ALB,"MF,FW",Empoli,Serie A,24,1999,19,8,940.0,1.0,1.0,1.2,1.2,1.2,22.0,29.0,47.0,0.6586411701678685,-1.514828130663528,Mid
Nedim Bajrami,ALB,FW,Sassuolo,Serie A,24,1999,7,2,317.0,1.0,1.0,1.3,16.0,1.9,7.0,,,0.6586411701678685,-3.041853160787567,Low
Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,20,13,1155.0,3.0,2.0,1.4,1.4,1.0,20.0,3.1,45.0,1.135154963810445,-0.6906204002654135,Mid
Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24,1998,25,22,2016.0,5.0,1.0,2.5,2.9,2.5,41.0,105.0,113.0,0.6586411701678685,5.128967755858462,High
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,20,2003,18,16,1158.0,4.0,4.0,1.4,2.3,0.9,39.0,59.0,0.31,1.6116687574530215,2.4883468737949936,High
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,23,20,1660.0,0.4,5.0,60.0,4.0,3.5,0.02,144.0,0.27,1.8499256542743097,9.879663348499475,High
Thierno Balde,FRA,DF,Troyes,Ligue 1,20,2002,23,19,1627.0,0.3,1.0,46.0,85.0,49.0,0.02,0.06,0.02,1.6116687574530215,9.43129606131483,High
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,27,24,2063.0,0.5,1.0,11.0,0.1,0.5,0.02,71.0,13.0,0.6586411701678685,3.4032937385775393,High
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,25,25,2181.0,0.3,5.0,53.0,101.0,95.0,0.01,0.11,0.01,-1.0091571075811492,10.136376042806507,High
Folarin Balogun,ENG,FW,Reims,Ligue 1,21,2001,27,24,2119.0,17.0,1.0,18.5,3.0,5.0,41.0,2.3,16.7,1.3734118606317332,5.240801444546036,High
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,11,5,648.0,6.0,2.0,0.0,,11.0,,,,-1.2474140044024373,-4.08799015132615,Low
Jonathan Bamba,FRA,FW,Lille,Ligue 1,27,1996,24,22,1976.0,5.0,5.0,5.8,4.8,5.8,84.0,113.0,240.0,-0.05612952029599616,6.906974739531318,High
Patrick Bamford,ENG,FW,Leeds United,Premier League,29,1993,19,11,956.0,2.0,2.0,5.6,4.8,1.0,10.0,5.7,18.0,-0.5326433139385727,-2.7660439699625483,Low
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,22,2001,26,13,1180.0,1.0,1.0,1.8,1.0,1.8,54.0,19.0,112.0,1.135154963810445,1.2938232299798973,High
Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,26,21,1739.0,2.0,2.0,1.4,3.7,2.3,30.0,75.0,0.1,-0.05612952029599616,2.5333050373909822,High
Léo Baptistão,BRA,"FW,MF",Almería,La Liga,30,1992,21,17,1244.0,3.0,1.0,3.4,1.0,3.4,27.0,38.0,58.0,-0.7709002107598608,-0.5672591038742884,Mid
Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,14,4,454.0,0.2,3.0,8.0,33.0,0.9,,,,0.6586411701678685,-0.4215534624709303,Mid
Antonín Barák,CZE,MF,Fiorentina,Serie A,28,1994,22,15,1318.0,2.0,2.0,1.9,3.3,1.4,32.0,76.0,0.14,-0.2943864171172844,0.9122733916274876,Mid
Andrea Barberis,ITA,MF,Monza,Serie A,29,1993,7,3,316.0,0.1,1.0,3.0,13.0,0.4,,,,-0.5326433139385727,-3.617676783119801,Low
Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,20,2002,18,8,777.0,3.0,3.0,2.2,1.9,2.2,30.0,23.0,89.0,1.6116687574530215,-0.4819314695528134,Mid
Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,23,19,1723.0,0.4,5.0,32.0,82.0,57.0,0.02,0.05,0.02,1.135154963810445,7.655179819379893,High
Keidi Bare,ALB,MF,Espanyol,La Liga,25,1997,11,3,330.0,0.5,0.5,4.0,,6.0,,,,0.4203842733465803,-2.853696370950133,Low
Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,26,24,2010.0,5.0,6.0,2.6,4.9,2.6,62.0,155.0,138.0,0.18212737652529207,7.22252687747066,High
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25,1997,16,7,639.0,1.0,2.0,0.3,1.6,0.3,39.0,21.0,103.0,0.4203842733465803,-1.8708991742670191,Low
Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,29,1993,19,7,701.0,3.0,2.0,3.4,1.2,3.4,18.0,28.0,36.0,-0.5326433139385727,-3.242083970059977,Low
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,16,2,399.0,0.4,1.0,11.0,0.8,0.3,,23.0,,0.6586411701678685,-2.685502003643717,Low
Harvey Barnes,ENG,"MF,FW",Leicester City,Premier League,25,1997,25,24,2036.0,9.0,1.0,7.4,2.1,7.4,73.0,55.0,209.0,0.4203842733465803,5.824587053269753,High
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,23,17,1499.0,2.0,3.0,1.9,2.0,1.9,12.0,40.0,36.0,0.8968980669891568,0.8117509612687115,Mid
Ander Barrenetxea,ESP,"DF,FW",Real Sociedad,La Liga,21,2001,11,5,411.0,2.0,2.0,1.2,12.0,1.2,7.0,,,1.3734118606317332,-2.004615424344184,Low
Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,32,1991,12,7,715.0,0.4,1.0,14.0,1.8,1.4,,34.0,,-1.2474140044024373,-2.7792608058140917,Low
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,10,5,439.0,0.3,1.0,11.0,0.9,0.6,,17.0,,1.8499256542743097,-1.1561369676458684,Mid
Musa Barrow,GAM,"FW,MF",Bologna,Serie A,24,1998,21,15,1198.0,2.0,2.0,2.0,2.8,2.0,32.0,28.0,79.0,0.6586411701678685,0.470895497940522,Mid
Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,26,26,2340.0,3.0,3.0,1.5,1.8,0.3,8.0,9.0,0.12,0.18212737652529207,1.732542918066181,High
